"LOCATION","Country","SUBJECT","Subject","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","YGTT09PE_ST","Employment in agriculture as % of employment","A","Annual","2021","2021","PC","Percentage","0","Units",,,1.943734,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2005","2005","PER","Persons","3","Thousands",,,953.275,"B","Break"
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2006","2006","PER","Persons","3","Thousands",,,967.85,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2007","2007","PER","Persons","3","Thousands",,,979.375,"B","Break"
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2008","2008","PER","Persons","3","Thousands",,,975.225,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2009","2009","PER","Persons","3","Thousands",,,904.075,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2010","2010","PER","Persons","3","Thousands",,,898.075,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2011","2011","PER","Persons","3","Thousands",,,917.7,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2012","2012","PER","Persons","3","Thousands",,,910.2,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2013","2013","PER","Persons","3","Thousands",,,896.425,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2014","2014","PER","Persons","3","Thousands",,,882.85,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2015","2015","PER","Persons","3","Thousands",,,878.8,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2016","2016","PER","Persons","3","Thousands",,,887.85,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2017","2017","PER","Persons","3","Thousands",,,907.625,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2018","2018","PER","Persons","3","Thousands",,,922.225,"B","Break"
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2019","2019","PER","Persons","3","Thousands",,,940.2,,
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2020","2020","PER","Persons","3","Thousands",,,920.875,"B","Break"
"SWE","Sweden","YGTT10L1_ST","Employment in industry","A","Annual","2021","2021","PER","Persons","3","Thousands",,,916.125,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,21.98297,"B","Break"
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,21.85034,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,21.56893,"B","Break"
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,21.23297,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,20.09357,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,19.85266,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,19.83841,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,19.54425,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,19.05473,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,18.50014,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,18.16885,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,18.08285,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,18.07424,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,18.09251,"B","Break"
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,18.32195,,
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2020","2020","PC","Percentage","0","Units",,,18.18357,"B","Break"
"SWE","Sweden","YGTT10PE_ST","Employment in industry as % of employment","A","Annual","2021","2021","PC","Percentage","0","Units",,,17.89202,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2005","2005","PER","Persons","3","Thousands",,,3284.325,"B","Break"
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2006","2006","PER","Persons","3","Thousands",,,3365.7,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2007","2007","PER","Persons","3","Thousands",,,3462.125,"B","Break"
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2008","2008","PER","Persons","3","Thousands",,,3520.75,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2009","2009","PER","Persons","3","Thousands",,,3497.65,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2010","2010","PER","Persons","3","Thousands",,,3530.825,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2011","2011","PER","Persons","3","Thousands",,,3616.55,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2012","2012","PER","Persons","3","Thousands",,,3651.5,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2013","2013","PER","Persons","3","Thousands",,,3712.9,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2014","2014","PER","Persons","3","Thousands",,,3795.575,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2015","2015","PER","Persons","3","Thousands",,,3860.15,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2016","2016","PER","Persons","3","Thousands",,,3930.025,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2017","2017","PER","Persons","3","Thousands",,,4022.575,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2018","2018","PER","Persons","3","Thousands",,,4087.175,"B","Break"
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2019","2019","PER","Persons","3","Thousands",,,4105.125,,
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2020","2020","PER","Persons","3","Thousands",,,4056.5,"B","Break"
"SWE","Sweden","YGTT11L1_ST","Employment in services","A","Annual","2021","2021","PER","Persons","3","Thousands",,,4104.65,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2005","2005","PC","Percentage","0","Units",,,75.73808,"B","Break"
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2006","2006","PC","Percentage","0","Units",,,75.9846,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2007","2007","PC","Percentage","0","Units",,,76.24693,"B","Break"
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2008","2008","PC","Percentage","0","Units",,,76.65511,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2009","2009","PC","Percentage","0","Units",,,77.73721,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2010","2010","PC","Percentage","0","Units",,,78.0517,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2011","2011","PC","Percentage","0","Units",,,78.18089,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2012","2012","PC","Percentage","0","Units",,,78.40675,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2013","2013","PC","Percentage","0","Units",,,78.92273,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2014","2014","PC","Percentage","0","Units",,,79.53637,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2015","2015","PC","Percentage","0","Units",,,79.80711,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2016","2016","PC","Percentage","0","Units",,,80.04287,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2017","2017","PC","Percentage","0","Units",,,80.10464,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2018","2018","PC","Percentage","0","Units",,,80.18353,"B","Break"
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2019","2019","PC","Percentage","0","Units",,,79.99776,,
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2020","2020","PC","Percentage","0","Units",,,80.09952,"B","Break"
"SWE","Sweden","YGTT11PE_ST","Employment in services as % of employment","A","Annual","2021","2021","PC","Percentage","0","Units",,,80.16425,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2005","2005","PER","Persons","3","Thousands",,,350.875,"B","Break"
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2006","2006","PER","Persons","3","Thousands",,,336.8,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2007","2007","PER","Persons","3","Thousands",,,298.1,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2008","2008","PER","Persons","3","Thousands",,,305.4,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2009","2009","PER","Persons","3","Thousands",,,409.975,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2010","2010","PER","Persons","3","Thousands",,,426.2,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2011","2011","PER","Persons","3","Thousands",,,391.55,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2012","2012","PER","Persons","3","Thousands",,,403.625,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2013","2013","PER","Persons","3","Thousands",,,411.975,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2014","2014","PER","Persons","3","Thousands",,,412.35,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2015","2015","PER","Persons","3","Thousands",,,388.3,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2016","2016","PER","Persons","3","Thousands",,,369,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2017","2017","PER","Persons","3","Thousands",,,361.65,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2018","2018","PER","Persons","3","Thousands",,,346.475,"B","Break"
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2019","2019","PER","Persons","3","Thousands",,,376.325,,
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2020","2020","PER","Persons","3","Thousands",,,457.825,"B","Break"
"SWE","Sweden","YGTT06L1_ST","Unemployment","A","Annual","2021","2021","PER","Persons","3","Thousands",,,489.275,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2005","2005","PC","Percentage","0","Units",,,7.475815,"B","Break"
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2006","2006","PC","Percentage","0","Units",,,7.068759,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2007","2007","PC","Percentage","0","Units",,,6.163466,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2008","2008","PC","Percentage","0","Units",,,6.234297,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2009","2009","PC","Percentage","0","Units",,,8.346865,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2010","2010","PC","Percentage","0","Units",,,8.610753,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2011","2011","PC","Percentage","0","Units",,,7.80387,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2012","2012","PC","Percentage","0","Units",,,7.975423,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2013","2013","PC","Percentage","0","Units",,,8.052903,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2014","2014","PC","Percentage","0","Units",,,7.955972,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2015","2015","PC","Percentage","0","Units",,,7.432082,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2016","2016","PC","Percentage","0","Units",,,6.991096,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2017","2017","PC","Percentage","0","Units",,,6.718704,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2018","2018","PC","Percentage","0","Units",,,6.364352,"B","Break"
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2019","2019","PC","Percentage","0","Units",,,6.833239,,
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2020","2020","PC","Percentage","0","Units",,,8.286691,"B","Break"
"SWE","Sweden","YGTT06PC_ST","Rate of Unemployment as % of Labour Force","A","Annual","2021","2021","PC","Percentage","0","Units",,,8.71912,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2005","2005","PER","Persons","3","Thousands",,,4159,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2006","2006","PER","Persons","3","Thousands",,,4220.2,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2007","2007","PER","Persons","3","Thousands",,,4278.3,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2008","2008","PER","Persons","3","Thousands",,,4375.4,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2009","2009","PER","Persons","3","Thousands",,,4451.2,"B","Break"
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4419.775,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2011","2011","PER","Persons","3","Thousands",,,4495.725,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2012","2012","PER","Persons","3","Thousands",,,4555.425,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2013","2013","PER","Persons","3","Thousands",,,4611.275,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2014","2014","PER","Persons","3","Thousands",,,4694.95,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2015","2015","PER","Persons","3","Thousands",,,4766.825,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2016","2016","PER","Persons","3","Thousands",,,4842.075,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2017","2017","PER","Persons","3","Thousands",,,4869.85,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2018","2018","PER","Persons","3","Thousands",,,4906.4,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2019","2019","PER","Persons","3","Thousands",,,4922.05,,
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2020","2020","PER","Persons","3","Thousands",,,4933.775,"B","Break"
"CHE","Switzerland","YGTT07L1_ST","Labour force","A","Annual","2021","2021","PER","Persons","3","Thousands",,,4935.925,,
"CHE","Switzerland","YGFE07L1_ST","Labour force females","A","Annual","2005","2005","PER","Persons","3","Thousands",,,1899.1,,
"CHE","Switzerland","YGFE07L1_ST","Labour force females","A","Annual","2006","2006","PER","Persons","3","Thousands",,,1928.3,,
"CHE","Switzerland","YGFE07L1_ST","Labour force females","A","Annual","2007","2007","PER","Persons","3","Thousands",,,1950.9,,
"CHE","Switzerland","YGFE07L1_ST","Labour force females","A","Annual","2008","2008","PER","Persons","3","Thousands",,,2019.7,,
"CHE","Switzerland","YGFE07L1_ST","Labour force females","A","Annual","2009","2009","PER","Persons","3","Thousands",,,2056.6,"B","Break"
"CHE","Switzerland","YGFE07L1_ST","Labour force females","A","Annual","2010","2010","PER","Persons","3","Thousands",,,2023.475,,
"CHE","Switzerland","YGFE07L1_ST","Labour force females","A","Annual","2011","2011","PER","Persons","3","Thousands",,,2062.175,,
"CHE","Switzerland","YGFE07L1_ST","Labour force females","A","Annual","2012","2012","PER","Persons","3","Thousands",,,2095.5,,
"CHE","Switzerland","YGFE07L1_ST","Labour force females","A","Annual","2013","2013","PER","Persons","3","Thousands",,,2128.8,,
